Dynamic Supplier Code,Name,Reseller Price Ex GST,Manufacturer,Category,Weight,Manufacturer OEM Code,Printer Compatibility,Cartridge Yield,Cartridge Type,/////,////,Length,Width,Height,Brisbane,Melbourne,Perth,Adelaide,Sydney,Barcode
WBB402,Compat PC402RF Fax Film 2PK,10.95,White Box,CON-FAX,0.37,WBB402,"BROTHER FAX 645,BROTHER FAX 685,BROTHER FAX 685MC,BROTHER FAX 727,BROTHER FAX 737,BROTHER FAX 780,BROTHER FAX 817,BROTHER FAX 827,BROTHER FAX 837,BROTHER FAX 960,BROTHER FAX 1280,BROTHER FAX 1980MC,BROTHER MFC 960MC",47mtr per roll,Fax Film,0.00093,WHT-FAX,0.243,0.062,0.062,>5,0,1,0,0,6.92812E+12
WBBN1070,Compat Brother TN1070 Blk Cart,25,White Box,CON-LASER,0.44,WBBN1070,"BROTHER HL 1110,BROTHER DCP 1510,BROTHER MFC 1810","1,000 pages",Black,0.00288,WHT-LAS,0.08,0.36,0.1,>5,>5,>5,>5,>5,6.95553E+12
WBBN155C,Reman TN155 Cyan Cart,23,White Box,CON-LASER,1,WBBN155C,"BROTHER DCP 9040CN,BROTHER DCP 9042CDN,BROTHER HL 4040CN,BROTHER HL 4050CDN,BROTHER MFC 9440CN,BROTHER MFC 9450CDN,BROTHER MFC 9840CDW","4,000 pages",Cyan,0.00777,WHT-LAS,0.37,0.175,0.12,1,>5,0,0,0,6.92812E+12
WBBN155M,Reman TN155 Magenta Cart,23,White Box,CON-LASER,1,WBBN155M,"BROTHER DCP 9040CN,BROTHER DCP 9042CDN,BROTHER HL 4040CN,BROTHER HL 4050CDN,BROTHER MFC 9440CN,BROTHER MFC 9450CDN,BROTHER MFC 9840CDW","4,000 pages",Magenta,0.00777,WHT-LAS,0.37,0.175,0.12,4,>5,0,>5,0,6.92812E+12
WBBN155Y,Reman TN155 Yellow Cart,23,White Box,CON-LASER,1,WBBN155Y,"BROTHER DCP 9040CN,BROTHER DCP 9042CDN,BROTHER HL 4040CN,BROTHER HL 4050CDN,BROTHER MFC 9440CN,BROTHER MFC 9450CDN,BROTHER MFC 9840CDW","4,000 pages",Yellow,0.00777,WHT-LAS,0.37,0.175,0.12,4,>5,>5,1,0,6.92812E+12
WBBN2025,Compat Brother TN2025 Blk Cart,15.56,White Box,CON-LASER,1,WBBN2025,"BROTHER HL 2040,BROTHER HL 2070,BROTHER MFC 7220,BROTHER MFC 7420,BROTHER MFC 7820N,BROTHER FAX 2820,FUJI XEROX DOCUPRINT 203 A,FUJI XEROX DOCUPRINT 204 A,BROTHER FAX 2920","2,500 pages",Black,0.00683,WHT-LAS,0.345,0.12,0.165,>5,>5,>5,>5,>5,4.89212E+12
WBBN2150,Compat Brother TN2150 Blk Cart,15.56,White Box,CON-LASER,0.9,WBBN2150,"BROTHER DCP 7040,BROTHER HL 2140,BROTHER HL 2150N,BROTHER HL 2170W,BROTHER MFC 7440,BROTHER MFC 7840W,BROTHER MFC 7340","2,600 pages",Black,0.00714,WHT-LAS,0.35,0.12,0.17,>5,>5,>5,>5,>5,6.92812E+12
WBBN2250,Compat Brother TN2250 Cart,24.25,White Box,CON-LASER,0.76,WBBN2250,"BROTHER DCP 7055,BROTHER DCP 7057,BROTHER DCP 7060D,BROTHER DCP 7065DN,BROTHER DCP 7070DW,BROTHER HL 2130,BROTHER HL 2132,BROTHER HL 2220,BROTHER HL 2230,BROTHER HL 2240,BROTHER HL 2240D,BROTHER HL 2242D,BROTHER HL 2250DN,BROTHER HL 2270DW,BROTHER HL 2280DW,BROTHER MFC 7360N,BROTHER HL 7460DN,BROTHER HL 7860DW","2,600 pages",Black,0.00823,WHT-LAS,0.37,0.117,0.19,>5,>5,>5,>5,>5,6.95553E+12
WBBN2350,Compat Brother TN2350 Cart,30.63,White Box,CON-LASER,0.67,WBBN2350,"BROTHER HL L2300D,BROTHER HL L2340DW,BROTHER HL L2365DW,BROTHER HL 2380DW,BROTHER MFC L2700DW,BROTHER MFC 2703DW,BROTHER MFC 2720DW,BROTHER MFC 2740DW","2,600 pages",Black,0.00504,WHT-LAS,0.12,0.35,0.12,>5,>5,0,>5,>5,6.95553E+12
WBBN240B,Compat Brother TN240 Blk Cart,31.5,White Box,CON-LASER,0.78,WBBN240B,"BROTHER HL 3070CW,BROTHER HL 3040CN,BROTHER MFC 9120CN,BROTHER MFC 9320CW,BROTHER DPC 9010CN,BROTHER HL 3045CN,BROTHER HL 3075CW,BROTHER MFC 9325CW","2,200 pages",Black,0.00673,WHT-LAS,0.36,0.11,0.17,>5,>5,>5,>5,>5,6.92812E+12
WBBN240C,Compat Brother TN240 Cyan Cart,31.5,White Box,CON-LASER,0.78,WBBN240C,"BROTHER HL 3070CW,BROTHER HL 3040CN,BROTHER MFC 9120CN,BROTHER MFC 9320CW,BROTHER DPC 9010CN,BROTHER HL 3045CN,BROTHER HL 3075CW,BROTHER MFC 9325CW","1,400 pages",Cyan,0.00673,WHT-LAS,0.36,0.11,0.17,>5,>5,>5,>5,>5,6.92812E+12
WBBN240M,Compat Brother TN240 Mag Cart,31.5,White Box,CON-LASER,0.78,WBBN240M,"BROTHER HL 3070CW,BROTHER HL 3040CN,BROTHER MFC 9120CN,BROTHER MFC 9320CW,BROTHER DPC 9010CN,BROTHER HL 3045CN,BROTHER HL 3075CW,BROTHER MFC 9325CW","1,400 pages",Magenta,0.00673,WHT-LAS,0.36,0.11,0.17,>5,>5,>5,>5,>5,6.92812E+12
WBBN240Y,Compat Brother TN240 Yell Cart,31.5,White Box,CON-LASER,0.78,WBBN240Y,"BROTHER HL 3070CW,BROTHER HL 3040CN,BROTHER MFC 9120CN,BROTHER MFC 9320CW,BROTHER DPC 9010CN,BROTHER HL 3045CN,BROTHER HL 3075CW,BROTHER MFC 9325CW","1,400 pages",Yellow,0.00673,WHT-LAS,0.36,0.11,0.17,>5,>5,1,>5,>5,6.92812E+12
WBBN251B,Compat Brother TN251 Blk Cart,37.5,White Box,CON-LASER,0.552,WBBN251B,"BROTHER HL3150CDN,BROTHER HL3170CDW,BROTHER MFC9140CDN,BROTHER MFC9330CDW,BROTHER MFC9340CDW","2,500 pages",Black,0.00296,WHT-LAS,0.08,0.37,0.1,>5,>5,>5,>5,>5,6.95553E+12
WBBN255C,Compat Brother TN255 Cyan Cart,37.5,White Box,CON-LASER,0.552,WBBN255C,"BROTHER HL3150CDN,BROTHER HL3170CDW,BROTHER MFC9140CDN,BROTHER MFC9330CDW,BROTHER MFC9340CDW","2,200 pages",Cyan,0.00296,WHT-LAS,0.37,0.08,0.1,>5,>5,4,>5,>5,6.95553E+12
WBBN255M,Compat Brother TN255 Mag Cart,37.5,White Box,CON-LASER,0.552,WBBN255M,"BROTHER HL3150CDN,BROTHER HL3170CDW,BROTHER MFC9140CDN,BROTHER MFC9330CDW,BROTHER MFC9340CDW","2,200 pages",Magenta,0.00296,WHT-LAS,0.37,0.08,0.1,>5,>5,>5,>5,>5,6.95553E+12
WBBN255Y,Compat Brother TN255 Yell Cart,37.5,White Box,CON-LASER,0.552,WBBN255Y,"BROTHER HL3150CDN,BROTHER HL3170CDW,BROTHER MFC9140CDN,BROTHER MFC9330CDW,BROTHER MFC9340CDW","2,200 pages",Yellow,0.00296,WHT-LAS,0.37,0.08,0.1,>5,0,>5,>5,>5,6.95553E+12
WBBN3290,Compat Brother TN3290 Cart,23.25,White Box,CON-LASER,1.04,WBBN3290,"BROTHER DCP 1200,BROTHER DCP 1400,BROTHER DCP 8040,BROTHER DCP 8045DN,BROTHER HL 1030,BROTHER HL 1200,BROTHER HL 1240,BROTHER HL 1250,BROTHER HL 1270N,BROTHER HL 1440,BROTHER HL 1450,BROTHER HL 1650,BROTHER HL 1670N,BROTHER HL 1850,BROTHER HL 1870N,BROTHER HL 5130,BROTHER HL 5140,BROTHER HL 5150,BROTHER HL 5240,BROTHER HL 5250,BROTHER HL 8350P,BROTHER HL 8350NLT,BROTHER HL 9650,BROTHER HL 9750,BROTHER MFC 2500,BROTHER MFC 4750,BROTHER MFC 5750,BROTHER MFC 8220,BROTHER MFC 8300,BROTHER MFC 8440,BROTHER MFC 8460,BROTHER MFC 8500,BROTHER MFC 8600,BROTHER MFC 8700,BROTHER MFC 8860,BROTHER MFC 8460,BROTHER HL 1430,BROTHER HL 5340D,BROTHER HL 5350DN,BROTHER HL 5380DN","8,000 pages",Black,0.007,WHT-LAS,0.37,0.114,0.166,>5,>5,>5,>5,>5,6.95553E+12
WBBN3340,Compat Brother TN3340 Cart,34.88,White Box,CON-LASER,1.01,WBBN3340,"BROTHER HL 5440D,BROTHER HL 5450DN,BROTHER HL 5470DW,BROTHER HL 6180DW,BROTHER MFC 8155DN,BROTHER MFC 8510DN,BROTHER MFC 8910DW,BROTHER MFC 8950DW","8,000 pages",Black,0.00862,WHT-LAS,0.378,0.12,0.19,>5,>5,>5,>5,>5,6.95553E+12
WBBN3440,Compat Brother TN3440 Cart,24.95,White Box,CON-LASER,1.9,WBBN3440,"BROTHER HLL5100DN,BROTHER HLL5200DW,BROTHER HLL6200DW,BROTHER HLL6400DW,BROTHER MFCL5755DW,BROTHER MFCL6700DW,BROTHER MFCL6900DW","8,000 pages",Black,0.00924,WHT-LAS,0.35,0.12,0.22,>5,>5,>5,>5,>5,6.95553E+12
WBBN346B,Compat Brother TN346 Blk Cart,30,White Box,CON-LASER,0.74,WBBN346B,"BROTHER HL L8250CDN,BROTHER HL L8350CDW,BROTHER MFC L8600CDW,BROTHER MFC L8850CDW","4,000 pages",Black,0.0063,WHT-LAS,0.357,0.102,0.173,>5,>5,5,>5,>5,
WBBN346C,Compat Brother TN346 Cyan Cart,35.5,White Box,CON-LASER,0.72,WBBN346C,"BROTHER HL L8250CDN,BROTHER HL L8350CDW,BROTHER MFC L8600CDW,BROTHER MFC L8850CDW","3,500 pages",Cyan,0.0063,WHT-LAS,0.357,0.102,0.173,>5,>5,>5,>5,>5,6.95553E+12
WBBN346M,Compat Brother TN346 Mag Cart,35.5,White Box,CON-LASER,0.71,WBBN346M,"BROTHER HL L8250CDN,BROTHER HL L8350CDW,BROTHER MFC L8600CDW,BROTHER MFC L8850CDW","3,500 pages",Magenta,0.0063,WHT-LAS,0.357,0.102,0.173,>5,>5,>5,>5,>5,6.95553E+12
WBBN346Y,Compat Brother TN346 Yell Cart,35.5,White Box,CON-LASER,0.71,WBBN346Y,"BROTHER HL L8250CDN,BROTHER HL L8350CDW,BROTHER MFC L8600CDW,BROTHER MFC L8850CDW","3,500 pages",Yellow,0.0063,WHT-LAS,0.357,0.102,0.173,>5,>5,>5,>5,>5,6.95553E+12
WBBN348B,Compat Brother TN348 Blk Cart,31.25,White Box,CON-LASER,0.82,WBBN348B,"BROTHER DCP 9055CDN,BROTHER HL 4150CDN,BROTHER HL 4570CDW,BROTHER MFC 9460CDN,BROTHER MFC 9970CDW","6,000 pages",Black,0.00888,WHT-LAS,0.12,0.37,0.2,>5,>5,>5,>5,>5,6.95553E+12
WBBN348C,Compat Brother TN348 Cyan Cart,45,White Box,CON-LASER,0.78,WBBN348C,"BROTHER DCP 9055CDN,BROTHER HL 4150CDN,BROTHER HL 4570CDW,BROTHER MFC 9460CDN,BROTHER MFC 9970CDW","6,000 pages",Cyan,0.00888,WHT-LAS,0.12,0.37,0.2,>5,>5,>5,>5,>5,6.95553E+12
WBBN348M,Compat Brother TN348 Mag Cart,45,White Box,CON-LASER,0.78,WBBN348M,"BROTHER DCP 9055CDN,BROTHER HL 4150CDN,BROTHER HL 4570CDW,BROTHER MFC 9460CDN,BROTHER MFC 9970CDW","6,000 pages",Magenta,0.00888,WHT-LAS,0.12,0.37,0.2,>5,>5,>5,>5,>5,6.95553E+12
WBBN348Y,Compat Brother TN348 Yell Cart,45,White Box,CON-LASER,0.78,WBBN348Y,"BROTHER DCP 9055CDN,BROTHER HL 4150CDN,BROTHER HL 4570CDW,BROTHER MFC 9460CDN,BROTHER MFC 9970CDW","6,000 pages",Yellow,0.00888,WHT-LAS,0.12,0.37,0.2,>5,0,>5,>5,>5,6.95553E+12
WBBN349B,Compat Brother TN349 Blk Cart,43.75,White Box,CON-LASER,0.79,WBBN349B,"BROTHER HL L9200CDW,BROTHER MFC L9550CDW","6,000 pages",Black,0.00647,WHT-LAS,0.35,0.11,0.168,>5,0,0,>5,0,6.95553E+12
WBBN349C,Compat Brother TN349 Cyan Cart,43.75,White Box,CON-LASER,0.79,WBBN349C,"BROTHER HL L9200CDW,BROTHER MFC L9550CDW","6,000 pages",Cyan,0.00647,WHT-LAS,0.35,0.11,0.168,>5,0,5,0,0,6.95553E+12
WBBN349M,Compat Brother TN349 Mag Cart,43.75,White Box,CON-LASER,0.79,WBBN349M,"BROTHER HL L9200CDW,BROTHER MFC L9550CDW","6,000 pages",Magenta,0.00647,WHT-LAS,0.35,0.11,0.168,>5,0,4,1,0,6.95553E+12
WBBN349Y,Compat Brother TN349 Yell Cart,43.75,White Box,CON-LASER,0.79,WBBN349Y,"BROTHER HL L9200CDW,BROTHER MFC L9550CDW","6,000 pages",Yellow,0.00647,WHT-LAS,0.35,0.11,0.168,>5,>5,3,2,4,6.95553E+12
WBBN8000,Compat Brother TN200/300/8000,5.94,White Box,CON-LASER,0.3,WBBN8000,"BROTHER HL 720,BROTHER HL 730,BROTHER HL 760,BROTHER HL 770,BROTHER HL 2660,BROTHER HL 2750,BROTHER HL 3550,BROTHER HL 3650,BROTHER HL 3750,BROTHER HL 8000P,BROTHER HL 8200P,BROTHER HL 4340,BROTHER HL 4350,BROTHER HL 4450,BROTHER HL 4550,BROTHER HL 4600,BROTHER HL 4650,BROTHER HL 6550MC,BROTHER HL 6650,BROTHER HL 7300DX,BROTHER HL 7550ML,BROTHER HL 7650MC,BROTHER HL 7750MC,BROTHER HL 9000,BROTHER HL 9500,BROTHER HL 1040,BROTHER HL 1050,BROTHER HL 1060,BROTHER HL 1070,BROTHER MFC P2000,BROTHER FAX 2850,BROTHER FAX 8070P,BROTHER MFC 4800,BROTHER MFC 9160,BROTHER MFC 9180","3,000 pages",Black,0.00122,WHT-LAS,0.29,0.07,0.06,0,0,0,0,0,4.89212E+12
WBBR2025,Compat Brother DR2025 Drum,28.25,White Box,CON-LASER,1,WBBR2025,"BROTHER HL 2040,BROTHER HL 2070,BROTHER MFC 7220,BROTHER MFC 7420,BROTHER MFC 7820N,BROTHER FAX 2920","12,000 pages",Drum,0.00683,WHT-LAS,0.345,0.12,0.165,>5,>5,>5,3,>5,6.92812E+12
WBBR2125,Compat Brother DR2125 Drum,32.75,White Box,CON-LASER,0.73,WBBR2125,"BROTHER HL 2140,BROTHER HL 2150N,BROTHER HL 2170W,BROTHER MFC 7440,BROTHER MFC 7840W,BROTHER DCP 7040","12,000 pages",Drum,0.01141,WHT-LAS,0.366,0.238,0.131,>5,>5,>5,>5,>5,6.92812E+12
WBBR2225,Compat Brother DR2225 Drum,31,White Box,CON-LASER,0.7,WBBR2225,"BROTHER HL 2240D,BROTHER HL 2242D,BROTHER HL 2250DN,BROTHER HL 2270DW,BROTHER DCP7055D,BROTHER DCP 7060D,BROTHER DCP 7065DN,BROTHER MFC 7360DN,BROTHER MFC 7460DN,BROTHER MFC 7860DW,BROTHER HL 2130,BROTHER HL 2132","12,000 pages",Drum,0.00932,WHT-LAS,0.12,0.37,0.21,>5,>5,>5,>5,>5,6.95553E+12
WBBR3325,Compat Brother DR3325 Drum,39.5,White Box,CON-LASER,0.91,WBBR3325,"BROTHER DCP 8155DN,BROTHER HL 5440D,BROTHER HL 5450DN,BROTHER HL 5470DW,BROTHER HL 6180DW,BROTHER MFC 8510DN,BROTHER MFC 8910DW,BROTHER MFC 8950DW","30,000 pages",Drum,0.01256,WHT-LAS,0.13,0.42,0.23,>5,>5,>5,>5,>5,6.95553E+12
WBBR340,Reman Brother  DR340CL Drum,95,White Box,CON-LASER,2.47,WBBR340,"BROTHER DCP 9055CDN,BROTHER HL 4150CDN,BROTHER HL 4570CDW,BROTHER MFC 9460CDN,BROTHER MFC 9970CDW","25,000 pages",Drum,0.02924,WHT-LAS,0.43,0.4,0.17,0,>5,0,0,>5,
WBCART328,Reman CART328/WBHT78 Cart,28.5,White Box,CON-LASER,0.86,WBCART328,"CANON IMAGECLASS MF4420N,CANON IMAGECLASS MF4550D,CANON IMAGECLASS MF4570DN,CANON IMAGECLASS MF4580DN,HP LASERJET PRO M1536DNF,HP LASERJET PRO P1566,HP LASERJET PRO P1606DN","2,100 pages",Black,0.00655,WHT-LAS,0.35,0.11,0.17,>5,>5,>5,>5,>5,6.92812E+12
WBCART337,Compat Canon CART337 Cart,21,White Box,CON-LASER,0,WBCART337,"CANON MF 229DW,CANON MF249DW","2,400 pages",Black,0,WHT-LAS,0,0,0,0,0,0,0,0,
WBCARTW,Reman Canon CARTW/FXW Cart,24.5,White Box,CON-LASER,0.95,WBCARTW,"CANON IMAGECLASS D320,CANON IMAGECLASS D380,CANON FAX L380,CANON FAX L390","3,500 pages",Black,0.00653,WHT-LAS,0.12,0.32,0.17,>5,>5,>5,1,>5,4.89212E+12
WBCE30,Reman Canon E31 Cart,53.5,White Box,CON-LASER,1.02,WBCE30,"CANON FC210,CANON FC220,CANON FC220S,CANON FC230,CANON FC280,CANON FC290,CANON FC330,CANON FC530,CANON PC430,CANON PC740,CANON PC745,CANON PC770,CANON PC775,CANON PC920,CANON PC950,CANON PC980","3,500 pages",Black,0.00888,WHT-LAS,0.12,0.37,0.2,>5,0,0,>5,0,4.89212E+12
WBCEP26,Reman Canon EP26/CART-U Cart,22.06,White Box,CON-LASER,0.978,WBCEP26,"CANON LASER SHOT LBP3200,CANON IMAGECLASS MF3110,CANON IMAGECLASS MF3240,CANON IMAGECLASS MF5630,CANON IMAGECLASS MF5650,CANON IMAGECLASS MF5730,CANON IMAGECLASS MF5750,CANON IMAGECLASS MF5770","2,500 pages",Black,0.00572,WHT-LAS,0.315,0.11,0.165,>5,>5,0,0,3,4.89212E+12
WBCFX9,Reman Canon FX9 Fax Cart,19.56,White Box,CON-LASER,0.86,WBCFX9,"CANON FAX L100,CANON FAX L120,CANON FAX L140,CANON FAX L160,CANON IMAGECLASS MF4140,CANON IMAGECLASS MF4150,CANON IMAGECLASS MF4270,CANON IMAGECLASS MF4340D,CANON IMAGECLASS MF4350D,CANON IMAGECLASS MF4370D,CANON IMAGECLASS MF4380D,CANON IMAGECLASS MF4680,HP LASERJET 1010,HP LASERJET 1012,HP LASERJET 1015,HP LASERJET 1018,HP LASERJET 1020,HP LASERJET 1022,HP LASERJET 3015,HP LASERJET 3020,HP LASERJET 3030,HP LASERJET 3050,HP LASERJET 3052,HP LASERJET 3055,HP LASERJET M1005 MFP","2,000 pages",Black,0.0049,WHT-LAS,0.12,0.34,0.12,>5,>5,>5,>5,>5,4.89212E+12
WBD1320B,Compat Dell 1320 Black Cart,10.94,White Box,CON-LASER,0.1,WBD1320B,"DELL 1320C,DELL 2130CN,DELL 2135CN","2,000 pages",Black,0.00106,WHT-LAS,0.19,0.08,0.07,>5,>5,>5,1,>5,6.92812E+12
WBD1320C,Compat Dell 1320 Cyan Cart,10.94,White Box,CON-LASER,0.1,WBD1320C,"DELL 1320C,DELL 2130CN,DELL 2135CN","2,000 pages",Cyan,0.00106,WHT-LAS,0.19,0.08,0.07,>5,>5,4,>5,5,6.92812E+12
WBD1320M,Compat Dell 1320 Magenta Cart,10.94,White Box,CON-LASER,0.1,WBD1320M,"DELL 1320C,DELL 2130CN,DELL 2135CN","2,000 pages",Magenta,0.00106,WHT-LAS,0.19,0.08,0.07,5,>5,2,5,>5,6.92812E+12
WBD1320Y,Compat Dell 1320 Yellow Cart,10.94,White Box,CON-LASER,0.1,WBD1320Y,"DELL 1320C,DELL 2130CN,DELL 2135CN","2,000 pages",Yellow,0.00106,WHT-LAS,0.19,0.08,0.07,>5,5,>5,>5,>5,6.92812E+12
WBD1710,Compat Dell 1710 HY Black Cart,30.13,White Box,CON-LASER,0.93,WBD1710,"DELL 1700,DELL 1700N,DELL 1710,DELL 1710N,LEXMARK E230,LEXMARK E232,LEXMARK E234,LEXMARK E238,LEXMARK E240,LEXMARK E330,LEXMARK E332N,LEXMARK E340,LEXMARK E342N,IBM 1412","6,000 pages",Black,0.00844,WHT-LAS,0.37,0.19,0.12,4,>5,0,0,>5,6.92812E+12
WBHT03,Reman C3903A #03A Black Cart,24,White Box,CON-LASER,1.3,WBHT03,"HP LASERJET 5P,HP LASERJET 5MP,HP LASERJET 6P,HP LASERJET 6MP","4,000 pages",Black,0.00808,WHT-LAS,0.37,0.19,0.115,0,0,0,0,0,
WBHT05,Reman CE505A #05A Black Cart,34.5,White Box,CON-LASER,1.1,WBHT05,"HP LASERJET P2035,HP LASERJET P2035N,HP LASERJET P2055D,HP LASERJET P2055DN,HP LASERJET P2055X,CANON LASER SHOT LBP6300DN,CANON LASER SHOT LBP6650DN,CANON IMAGECLASS MF5870DN","2,300 pages",Black,0.00744,WHT-LAS,0.35,0.125,0.17,>5,>5,>5,>5,>5,6.92812E+12
WBHT05X,Reman CE505X #05X  Black Cart,48.5,White Box,CON-LASER,1.35,WBHT05X,"HP LASERJET P2055D,HP LASERJET P2055DN,HP LASERJET P2055X,CANON LASER SHOT LBP6300DN,CANON LASER SHOT LBP6650DN,CANON IMAGECLASS MF5870DN","6,500 pages",Black,0.00919,WHT-LAS,0.35,0.125,0.21,>5,>5,>5,>5,>5,6.92812E+12
WBHT10,Reman Q2610A #10A Black Cart,32.63,White Box,CON-LASER,1.75,WBHT10,HP LASERJET 2300,"6,000 pages",Black,0.01199,WHT-LAS,0.41,0.13,0.225,>5,>5,>5,>5,1,4.89212E+12
WBHT11X,Reman Q6511X #11X  Black Cart,44.5,White Box,CON-LASER,2.2,WBHT11X,"HP LASERJET 2400,HP LASERJET 2410,HP LASERJET 2420,HP LASERJET 2430","12,000 pages",Black,0.01905,WHT-LAS,0.402,0.158,0.3,0,>5,3,5,0,4.89212E+12
WBHT12,Reman Q2612A #12A Black Cart,15.06,White Box,CON-LASER,0.855,WBHT12,"HP LASERJET 1010,HP LASERJET 1012,HP LASERJET 1015,HP LASERJET 1018,HP LASERJET 1020,HP LASERJET 1022,HP LASERJET 1025,HP LASERJET 3015,HP LASERJET 3020,HP LASERJET 3030,HP LASERJET 3050,HP LASERJET 3052,HP LASERJET 3055,HP LASERJET  M1005 MFP,HP LASERJET M1319F MFP,CANON LASER SHOT LBP3000","2,000 pages",Black,0.00671,WHT-LAS,0.345,0.12,0.162,>5,>5,>5,>5,>5,4.89212E+12
WBHT130B,Reman CF350A #130A Black Cart,29.5,White Box,CON-LASER,0.51,WBHT130B,"HP COLOR LASERJET PRO MFP M153,HP COLOR LASERJET PRO MFP M176,HP COLOR LASERJET PRO MFP M177FW","1,300 pages",Black,0.00501,WHT-LAS,0.11,0.35,0.13,>5,>5,>5,0,>5,6.95553E+12
WBHT130C,Reman CF351A #130A Cyan Cart,29.5,White Box,CON-LASER,0.51,WBHT130C,"HP COLOR LASERJET PRO MFP M153,HP COLOR LASERJET PRO MFP M176,HP COLOR LASERJET PRO MFP M177FW","1,000 pages",Cyan,0.00501,WHT-LAS,0.11,0.35,0.13,>5,>5,0,4,>5,6.95553E+12
WBHT130M,Reman CF353A #130A Mag Cart,29.5,White Box,CON-LASER,0.51,WBHT130M,"HP COLOR LASERJET PRO MFP M153,HP COLOR LASERJET PRO MFP M176,HP COLOR LASERJET PRO MFP M177FW","1,000 pages",Magenta,0.00501,WHT-LAS,0.11,0.35,0.13,>5,>5,>5,>5,>5,6.95553E+12
WBHT130Y,Reman CF352A #130A Yellow Cart,29.5,White Box,CON-LASER,0.51,WBHT130Y,"HP COLOR LASERJET PRO MFP M153,HP COLOR LASERJET PRO MFP M176,HP COLOR LASERJET PRO MFP M177FW","1,000 pages",Yellow,0.00501,WHT-LAS,0.11,0.35,0.13,>5,4,4,3,>5,6.95553E+12
WBHT13X,Reman Q2613X #13X Black Cart,24,White Box,CON-LASER,1.05,WBHT13X,HP LASERJET 1300,"3,500 pages",Black,0.00589,WHT-LAS,0.315,0.11,0.17,>5,0,0,0,3,4.89212E+12
WBHT15X,Reman C7115X #15X HY Blk Cart,22.06,White Box,CON-LASER,1.1,WBHT15X,"HP LASERJET 1000,HP LASERJET 1005,HP LASERJET 1200,HP LASERJET 1220,HP LASERJET 3300 MFP,HP LASERJET 3330 MFP,HP LASERJET 3380,CANON LASER SHOT LBP1210","4,000 pages",Black,0.00588,WHT-LAS,0.31,0.115,0.165,>5,>5,>5,>5,>5,4.89212E+12
WBHT210X,Reman CF210X #131X Black Cart,32.5,White Box,CON-LASER,0.8,WBHT210X,"HP LASERJET PRO 200 COLOR MFP M251,HP LASERJET PRO 200 COLOR MFP M276","2,400 pages",Black,0.00504,WHT-LAS,0.12,0.12,0.35,>5,>5,>5,>5,>5,6.95553E+12
WBHT211,Reman CF211A #131A Cyan Cart,31.25,White Box,CON-LASER,0.8,WBHT211,"HP LASERJET PRO 200 COLOR MFP M251,HP LASERJET PRO 200 COLOR MFP M276","1,800 pages",Cyan,0.00504,WHT-LAS,0.12,0.12,0.35,>5,>5,>5,4,>5,6.95553E+12
WBHT212,Reman CF212A #131A Yellow Cart,31.25,White Box,CON-LASER,0.8,WBHT212,"HP LASERJET PRO 200 COLOR MFP M251,HP LASERJET PRO 200 COLOR MFP M276","1,800 pages",Yellow,0.00504,WHT-LAS,0.12,0.12,0.35,>5,>5,>5,1,>5,6.95553E+12
WBHT213,Reman CF213A #131A Mag Cart,31.25,White Box,CON-LASER,0.8,WBHT213,"HP LASERJET PRO 200 COLOR MFP M251,HP LASERJET PRO 200 COLOR MFP M276","1,800 pages",Magenta,0.00504,WHT-LAS,0.12,0.12,0.35,>5,>5,>5,4,>5,6.95553E+12
WBHT250,Reman CE250A  #504A Black Cart,59.44,White Box,CON-LASER,1.35,WBHT250,"HP COLOR LASERJET CM3530,HP COLOR LASERJET CP3525","5,000 pages",Black,0.01304,WHT-LAS,0.23,0.42,0.135,>5,>5,0,0,>5,6.95553E+12
WBHT250X,Reman CE250X #504X Black Cart,78.81,White Box,CON-LASER,1.4,WBHT250X,"HP COLOR LASERJET CM3530,HP COLOR LASERJET CP3525","10,500 pages",Black,0.01112,WHT-LAS,0.364,0.13,0.235,0,>5,0,0,1,
WBHT251,Reman CE251A #504A Cyan Cart,48.5,White Box,CON-LASER,1.35,WBHT251,"HP COLOR LASERJET CM3530,HP COLOR LASERJET CP3525","7,000 pages",Cyan,0.01304,WHT-LAS,0.23,0.42,0.135,0,0,0,0,0,6.92812E+12
WBHT252,Reman CE252A #504A Yellow Cart,48.5,White Box,CON-LASER,1.35,WBHT252,"HP COLOR LASERJET CM3530,HP COLOR LASERJET CP3525","7,000 pages",Yellow,0.01304,WHT-LAS,0.23,0.42,0.135,>5,>5,0,0,>5,6.95553E+12
WBHT253,Reman CE253A #504A Mag Cart,48.5,White Box,CON-LASER,1.35,WBHT253,"HP COLOR LASERJET CM3530,HP COLOR LASERJET CP3525","7,000 pages",Magenta,0.01304,WHT-LAS,0.23,0.42,0.135,>5,>5,0,0,>5,6.95553E+12
WBHT255X,Reman CE255X #55X Black Cart,49.5,White Box,CON-LASER,2.155,WBHT255X,"HP LASERJET P3010,HP LASERJET P3011,HP LASERJET P3015,CANON LASER SHOT LBP6750DN,HP LASERJET ENTERPRISE M525","12,000 pages",Black,0.0192,WHT-LAS,0.4,0.3,0.16,>5,>5,>5,>5,0,6.92812E+12
WBHT260,Reman CE260A #647A Black Cart,69.95,White Box,CON-LASER,1.39,WBHT260,"HP COLOR LASERJET CP4025,HP COLOR LASERJET CP4525","8,500 pages",Black,0.01226,WHT-LAS,0.13,0.41,0.23,>5,>5,>5,0,>5,6.95553E+12
